,location_id,count
65,eea9cdf6-a75d-4bb4-a3ba-4073f5f56ae1,4
50,712bcdc5-16cf-4858-b12b-9231aa3d8868,4
204,34716f3d-de4a-4512-ad7e-fc01380cd138,4
194,a849a23c-e3b9-487b-8afe-7963af83bd9e,4
63,4573b3a2-2e7b-4b76-baa4-19ad1cb1488f,4
68,30c6b82d-cf3d-4e1c-a27f-88798540f8b9,4
71,a892d70a-3b63-478d-987c-f356aed063c8,4
249,e148daff-98ec-4836-a22e-13b05f88445b,4
252,1aaec935-f242-402d-9e65-e663511f1a45,4
253,76c8afb1-28f9-4e9a-abb1-e6f325630b38,4
234,4068067c-1caf-40b2-b97c-cb021abbd680,4
283,fe0c4696-d355-4499-a7bd-616ca6a48541,4
314,d6b4c936-7134-4e53-8c07-a853fca43c09,3
308,b0a33de9-acd3-4eff-81cf-47e1f7a64bf1,3
310,1a8c7de0-3547-4573-9d00-0ecfee894753,3
27,beb6b4e6-8379-4c64-8ef6-612e4ef9ec18,3
29,255d4e21-ecf6-46e4-84fe-058af7db5cc2,3
30,54f7858d-27e4-42ee-adff-e173fb421f63,3
35,90b2233d-c53e-464d-b47f-fa94ea2c70fe,3
281,b0e23dae-9469-4bb8-9cc2-7df1aa0f3437,3
53,8a8a6095-c98e-42b1-96c0-874f5080d5a6,3
54,0d6e10b3-5866-48ee-b4fd-22ef8fe6fbfb,3
289,a61426c1-94a4-4105-afdc-2e3948440e41,3
101,2fbfae8d-7635-488a-a6e6-cb43c3efbcaf,3
103,93a4f0e5-c263-487c-a361-646e8a04e171,3
153,8edc3468-417b-4ef6-853f-4aecab435dee,3
156,ef513824-e381-40b3-aeac-76a8edbe91ed,3
125,617cb317-2761-4bbd-a434-d4221d73be66,3
115,8db385ce-db66-42f0-bfa5-11e4a0cdb1a7,3
116,66acae7e-da66-427e-a1be-ddad020f8554,3
149,37700a3b-f3ea-4428-b296-3736fd0adec9,3
137,3a068c09-b312-44b7-ba11-057e35d1fc25,3
138,6f70a57c-2b08-4f02-9279-0fea79e953e5,3
238,dca42313-14b6-40dc-a34c-567648b1e888,3
224,cb088247-44d0-45aa-b1d4-ff43ff6b4d20,3
225,6cc8d57d-6387-4dc6-b6c7-83cf84dea5fc,3
227,f869dc8f-410b-4cee-a007-c2fccd380bf9,3
120,7c7f44a5-1fac-407a-b99d-92045830aeea,3
121,5e662f64-a4ca-48ef-8aab-8ec6a3ed8ba9,3
129,9b8ea70d-cddb-4c8a-85a4-69d8240beaaa,3
130,4df3bd24-f853-4525-8b5b-e5a913c1b308,3
135,d21b2f6b-1f0d-432f-8d45-725ab35aacb9,3
220,0554d1e8-14e2-4e1b-af0e-44f4ff835f62,3
223,1a405553-5529-4d48-93c9-06087a5babb4,3
209,73f2c87e-8198-45ad-90ef-ce3cbc12431e,3
213,1288d487-2661-4323-a8a7-def19f2c051f,3
215,1c4ffa95-bdb6-4eb2-a3f7-63d8dd954bbc,3
255,2c77f1c3-f448-4b61-904f-db7806704bbe,3
247,73f9bd84-844c-40a7-b7ce-d73023156471,3
233,de78eaa2-8570-4166-9806-c4a696f18402,3
235,c1db9c11-3926-4ed9-a000-f0a299d9152d,3
236,1f43129c-ab63-4810-bfdb-f247f7c0f745,3
69,ad7c4b1b-6534-418b-aaa8-b9ac623ec3fd,3
251,e03804e6-8733-4f46-8209-7228b5f4d725,3
206,0cba274a-092d-4ab7-bbf5-8717cb23c0ca,3
207,93f1178d-2bfc-44dd-bee6-3969fa8306a5,3
192,c1f8fd90-d711-49f9-888d-5599e7799711,3
193,e6416987-0574-4930-be29-6e7860463643,3
195,6750a2f4-76a0-4609-acfa-5c08f2d59fe3,3
85,46831ab4-b681-40f9-953c-2ab064d5d935,3
72,6a4abf15-e6a4-41e9-8bd5-75b93b604318,3
77,b3c7ed18-5aae-432d-bc46-985e65bb5e78,3
199,afb2398d-d4ae-4c66-8c29-7ccfd2cd0c09,3
184,902590ee-cd35-4251-ad63-13488a7efed2,3
189,3d18a452-16e7-4f7e-89f1-a045262c4bed,3
190,f9da1a1f-18a4-4e92-8b01-abc78e63f9b9,3
177,a88b9b16-4cef-48d9-a792-3dfb1fe8b833,3
260,0bcea762-ece2-44aa-ae8c-6371f351ef63,3
92,9d95947e-7609-4742-a3d7-ca198768c89a,3
94,37abf436-5f7d-4146-bc17-0ff3c9527a9e,3
83,f400af6d-5aee-4025-bb96-475629bcd3db,3
180,fb47f25c-41a7-4c05-bbea-39b1f4f41716,3
170,abbea50a-cdd6-4267-98fc-2fd5b5459e7c,3
173,e3eee6a8-a1db-412a-a3e8-641ca2de364e,3
160,b3e969dd-341c-4d5c-83f6-07cd97c2cb6c,3
162,d52c8589-513d-42bf-a3c3-1bdfa5ad7794,3
164,231391d2-af5d-4e30-ae96-6888f9acdb25,3
167,5979cfbe-d3d1-4411-9dd4-4d41037175df,3
336,8f37466c-072f-479b-b30b-7c4f3830d3d3,3
337,cac861a2-e267-4cd4-b803-34a0e5350c4a,3
330,ebdcefa4-bf61-4af0-9880-755fdf3a4221,3
287,984d72be-30e1-4d64-a1f3-84f5577259e7,3
274,8348040c-314d-4f8e-b49e-e5bc558333b7,3
275,6c8ce0e6-ed53-4ce7-90e2-a2a7d6947b62,3
266,ca8aedc7-d109-4f79-938a-4e1aec709914,3
268,62071137-218e-4aff-a7f0-abb095c301c4,3
256,8181447a-7745-457b-8875-d5d8caba50cd,3
61,36f4f24f-1e80-403e-b854-72104d96c662,3
48,76c41726-5afc-4782-9197-4b2058d97cbb,3
16,456a88b5-6af1-4469-b205-7050bf0a577e,3
19,849dee78-ea1e-4358-a653-628174bf3cce,3
306,4afe00fb-0002-494e-b239-509412c4f174,3
5,5a8a3d6d-0a93-43a1-a961-433b813009fc,3
305,9211156f-0b83-45ef-a29b-600122014704,3
311,b3cd8bf7-c27b-4c17-887d-5267cf69ab5c,3
296,0833a98c-1518-4b0e-8d6f-711acb802781,3
298,bd033289-65fb-4211-8b74-b496a557ae57,3
303,6df35236-b33b-4cf4-bd3e-108cbb1b4af2,3
288,c8356003-3323-40ca-bef7-34302cf5584e,3
14,5d1f9635-713e-4894-a22d-87d97d06a177,3
15,215b3845-cb4c-4952-80a4-7c62bbf0376f,3
0,d1c331f1-9ae6-4d8a-9d87-a0cf5cfe1536,3
107,c5aeff80-3d50-44a8-bf06-8ab7a508cbe8,3
328,f03d3e8b-20f8-48c2-9733-f1ddaf89f573,2
316,f0f95bb1-5d21-4a72-ae36-5410624c98df,2
352,a4ba0b33-1d40-4272-88b2-a35e56362132,2
356,9426f4b8-8778-4c6b-aadf-6bbf725b5588,2
331,b27f58ca-1df8-42f4-9427-ffbc47f5ea41,2
333,eb1b4c24-9323-4b19-9b63-2721ec2fba7f,2
295,4bd2953c-6566-4ac0-b6ea-9308174dc49b,2
297,a28f7523-f15a-42ce-806a-8c7655c8ed9d,2
299,22130bf5-de9b-4d0b-bb1b-2b3d5a512673,2
301,f075390b-a3ee-4a90-a225-f1462be50114,2
302,a20afd34-d894-4ec2-9e5f-0aa241f103a6,2
304,ec47793c-4332-4fd3-b9f5-4aa190177e9f,2
334,507628b8-163e-4e22-a6a3-6a16f8188928,2
51,eb8bfbcb-8702-41c2-a403-055020814c74,2
52,64a89fec-e8a6-45b4-9c95-9284b0873137,2
60,52fb4dc0-7817-4f4d-8791-f3bcbbbc6ce3,2
62,e91dc9ee-20af-4d1b-a089-b03fb9a382ad,2
290,59809f4d-34f2-4823-ab58-dbd7f404b149,2
291,1ff6826c-e9e2-4626-a0b8-9fac5af201b9,2
292,26893556-a4fc-4c95-bb27-2734f2daae77,2
293,851dc8c6-d09c-46f4-ba15-1834ce6bdd11,2
344,7edd48dd-c680-4ee1-bcf4-d8770794e0c9,2
33,fef29a88-356f-4ad8-af16-2a5bb33a4df8,2
34,f423fd49-50fc-4934-b958-4f2a7dec5598,2
36,a7df4a7a-c59d-4fac-b617-1c881b7e7848,2
38,834d7bdb-5d47-4031-b521-bbb170c72757,2
39,8fadfd87-43f2-4ada-ab45-d9c93cca7f81,2
41,8210d6a0-9a77-4186-a3e1-ac5a0de1ca44,2
44,8807f2c7-c212-43c2-bdb6-d4be6fde5161,2
161,78d36242-b29f-44e3-92b4-f4ab17dc0c76,2
163,8389c1ce-9b67-44ee-a14c-9451ab0c35c8,2
165,4cc9dcd1-3c43-4dca-bb47-d9f5ae34236f,2
178,e350ff74-de0c-4e18-8efe-1b676edf4d81,2
280,84a18074-bff3-4762-91c8-872d686caa8d,2
282,f0b98016-09c2-43d4-a5ba-e0f5c1d0fdca,2
182,9df5d6cc-4bce-40d0-aa1f-10cf7e3f1503,2
185,dabc72c5-e954-4738-a038-624a37b65c3d,2
186,126d4026-46f1-4f46-a8cd-bd7016c55591,2
188,bc1d90f2-6b51-4dcb-85d8-21df1e8f9646,2
264,3a488991-fe4f-4f86-bcbf-c3ff7188e2fc,2
269,e2a2c497-7c37-41be-aa67-4291b56a1566,2
87,e5786027-bb01-4cd2-8bb7-84b12f944eba,2
88,83bc47dd-d78d-4bf2-a030-71d978a1ed2b,2
90,c6820e97-fa60-486a-8d35-07aa79289023,2
93,6761aeac-46a6-4e3f-902a-bb94ec37c320,2
95,f7ede428-48f5-42d2-95f9-cf08fe03ce98,2
261,4f71c1a6-47d4-4612-b721-0193fb326ff9,2
203,463bcc6d-f5b4-4106-907c-3b8fdb309bd9,2
205,ca34618b-62fb-423a-b2a5-1ecb5a77a933,2
214,efb56fc6-89ac-4bc5-8b64-2d9731c2ad6a,2
217,3a1424e8-b68a-4c73-a857-b5b7b96ba247,2
219,ed4ba8e8-9865-4df4-b7ab-d037e5540a5c,2
133,1758a989-d264-4dda-93da-94ff90aa876d,2
136,33f1ba18-dcd3-4073-80f5-050ddefe0844,2
139,e708b7bf-39c3-4a0d-9168-8508bc9ac897,2
140,60733765-f9db-4554-853c-705bdeef61d5,2
142,6d9286b8-a569-40ea-9168-16363ae68b04,2
143,4ae50678-0997-4229-9c9c-25cfbb1a42d6,2
147,f69c2612-6601-4d29-a246-2d74fbd31b35,2
151,50480d17-ead2-4ee4-9423-7a82b59cbd13,2
152,8b28778c-049e-41eb-acbd-68b86244896a,2
155,15ef6cd4-5d5a-4ced-940b-40889a9bb2a2,2
158,71c90fac-177f-4db0-a03b-2c5a785da5d8,2
100,18fe153f-b353-40b0-a9c8-d2add028b88c,2
104,008f42b9-c57b-4b76-9381-1788ae9b0718,2
64,554f8af1-daef-4019-94c5-3c57bcd3eaaa,2
73,cd1afc4c-a146-4e69-a387-36bab6923417,2
76,b1285cc3-1255-4b61-9271-67e816a57035,2
80,a3569f28-6b65-446f-9b26-40efc75b6acd,2
81,822cff3c-b5bf-4b43-99d1-eda5aadc5e08,2
82,cdb43002-90d5-48bb-bf68-17464cdd389a,2
86,27324bc6-4260-4a18-9b46-7db102000eba,2
108,579cc174-2709-4231-9691-6cf5e025258b,2
110,161b6fd0-c52d-4189-bc55-478d1242cdd8,2
113,7da0eae1-251d-45e3-b2d5-c2d64413b125,2
117,3533520e-d76b-4e63-ac29-1d819f608ada,2
124,07d0e3bc-2f27-40da-89d5-3b9e9f8822e4,2
127,7c8efac3-dabf-430e-9265-3ee109d0afaa,2
230,8eee1a9c-bcd1-45a7-a950-df2dda8c895d,2
232,c6c1d727-f456-43a9-a850-622251bcdaa9,2
239,d033689d-4c01-4f04-9bde-4c4bac43c9da,2
240,030cab32-5285-45b5-bf07-1ef9f9721cae,2
242,d95f6eec-a193-4e90-a483-8878a214f22c,2
245,a3671e70-ea45-4fe2-a694-a829172fd535,2
248,3d7c07ac-8e44-4b68-8a8a-bd9eb8189fc4,2
250,61ad506f-9400-4c44-871c-3104a4432f30,2
254,8d40c95a-29e9-4d19-862a-d86e761bc4c7,2
1,760ec3ad-5db1-4e81-820b-f15f009d4b5a,2
23,fe572e2c-2351-4f88-962d-d150b0519996,2
320,b4bef2aa-0fb9-42a4-b37b-274332326134,2
317,5021c3f3-9850-43aa-8a92-bb17d3f4ccb1,2
318,28ad4ddc-df02-4cc5-a333-28a4cd90a13f,2
329,1480287e-2a70-4a4f-bf26-64148c93a007,1
17,4794b2f2-9ca8-49f5-acd2-15cb2914b5ca,1
353,6809ac14-1b66-4eed-9c26-3777f9fe43d9,1
354,7de08591-79db-4312-8fe2-2c50fdb8f08b,1
355,7940d158-98dd-45c8-9e41-a00c54db9239,1
332,72bd69fb-8950-4521-a8d0-810c4ebce3f0,1
309,d53a0324-a6ac-4fa4-b11f-21f93db5de61,1
312,f48d8bc8-6f54-401f-86d1-1045e65fad5e,1
313,b902f805-1638-4fe7-b88a-9e4a81ab75b4,1
315,5c8dc24d-4882-47e5-b294-618c0fdc8247,1
324,86cd870c-61f7-4e8a-883a-f1d5befd655f,1
241,98db807b-7099-464e-8c57-befd979d2391,1
244,70d2cc7f-076e-4f01-8302-49daa98d620a,1
246,77a5fc83-eb60-4955-83f5-338c9d95ed93,1
226,6781290a-8f2e-4edc-a4ad-e59b8c1df995,1
228,d355da40-15ae-4a07-9ce2-57a544c9c753,1
229,dea201b3-2abf-4cab-b527-51516e29c457,1
237,e5526bb4-99b9-4baf-b9b0-b9649af87a61,1
105,4fd3ba46-7a6f-4d35-beef-8f3be267a02c,1
123,bfc3dd19-6b75-4c05-9743-ec2ab6037fb8,1
75,4954426d-5292-48a3-a5f0-f886fdd9e404,1
102,06b6c21a-4b6d-4d0a-bbba-c14222ddf984,1
221,616fa27e-5764-482e-acfc-3eb4c1dc3ad0,1
141,9fdee5c2-c614-405b-9a08-d7ee4f8ca2b0,1
201,83937d83-cb56-4e47-abe7-9991e64bde64,1
208,a07ec755-4d15-4d94-be12-cb0c25420825,1
212,fdb99f2b-3df6-4f14-a877-2068f46e34bd,1
91,cfeeb486-1864-4e24-ac2b-52b26b703b36,1
257,4b54fffb-3990-41e5-988a-2782047622a6,1
262,ac0ab9fd-3112-4c2b-b44d-5a2f5209194c,1
263,8d6247a6-5205-451e-a6a3-9e536645c0b5,1
265,1f739e17-f98e-44b0-a973-55497a732867,1
267,c2b4895d-81de-40f2-a826-ea96d87f071e,1
270,95caea4a-ee1c-4acd-841c-6fe879ba419c,1
271,c273f70b-e31c-459a-b903-a263c13f282c,1
191,5fa462ef-9b26-48a5-baef-2d83c71697c1,1
196,f0317a0c-c3a8-404d-a2a6-48dfa3f9d935,1
197,4ee110d9-5231-42ba-9c5e-fab038affe3f,1
200,a6818cbf-dacb-4959-8cab-610ccc012e0b,1
276,22ad1ab7-d49b-49d6-8c30-531599934639,1
277,21bd530e-a80c-46a3-b371-afd759cb2d71,1
278,87837b85-57f0-48b1-8c46-d3e5aa663506,1
279,8c973846-15ab-42e1-82a4-e488dc9f1b58,1
284,358c232a-c498-4646-9cde-8a5faa90fefe,1
286,82145830-9e2e-4ac7-a695-cdd539a9e5f7,1
168,82010f90-b7c4-4453-9799-63bf4c416dad,1
172,4028de04-38f6-4f9b-8144-b313f0cbff1d,1
174,e835e25a-17ff-41ac-a147-1e48a1f0a248,1
176,b8322837-f44b-4ee6-aa9f-ac11026c8deb,1
47,c84dcfdc-b1ff-4f20-b8c5-154167daacd7,1
345,2f33121b-8fe4-4d69-b25d-fd6e6eddb095,1
346,a2f0d1a2-674b-4df5-be26-5e8e0d68da66,1
347,2b0af7ff-2144-4146-a72b-f36be2c0fbcb,1
348,19aa214f-f3c6-46da-b6f0-a4fdcbbd00dd,1
349,42b8f068-2d13-4ed1-8eec-c98f1eef0850,1
350,d0b0d8d0-1c5d-4c38-8ad0-c5b5c3653d08,1
351,9f72ed33-68e3-4295-8bb5-f8ac12018a78,1
335,fbcbd953-45b0-40c5-91b0-7b5bfde84c58,1
338,0639f958-3842-40c2-870c-53bdc4e41d4d,1
339,989e8f75-803c-4c4b-854b-444f699a57e6,1
340,e8448cbc-408b-4561-ae83-2913da69d045,1
341,75f5c8b4-5d20-4b1c-9df8-03f59694edd2,1
342,96b778c8-7521-4748-b8e7-729ddc2477a9,1
343,d0212f0d-c488-4c82-a784-2d9af02f6689,1
294,b46fd150-5f31-425b-b37b-4ee34d0f376a,1
307,f7bc24a3-1670-4671-932e-e26c526de067,1
357,2ce5f16c-570d-4194-bee6-3b0a135d8d1e,1
358,8ad3ba9c-71a6-41ff-9f3a-95364cfe62f2,1
359,a543ab01-5aa2-416b-80d5-c4214fdcc2d4,1
325,0d2e537e-c2d9-41cf-afa6-ce9dbe26c5f0,1
326,b63acc74-dc1d-495d-95c1-c1b8cac60c72,1
327,da698789-92ab-4325-9ea5-3550553bb9b4,1
364,44af1413-9ff0-48ba-b75e-9473b3c2d0f3,1
22,540458e3-e272-44b9-8bb7-3fe60507cacc,1
319,3815316e-f62e-4d79-82f5-b96aa2b97fd3,1
360,f76d1070-2911-45e2-987a-4cdf9a2d0053,1
361,9a739128-de0b-4670-bb7a-daf0ec6be062,1
362,28c22630-ae2c-41b9-af6d-b7a09d768064,1
363,94c74d45-f963-4d0c-ac49-38e4845c0add,1
321,582d9d2d-81f3-4a61-b211-5f34291a26c0,1
322,d799b92e-b9a5-49ba-8db9-e4f90a7d1ab3,1
323,ad8cf165-45b6-4fe5-8b4e-3a4bb4f07365,1
